N,B,Connectance,T,Disturbance,Eco_size,Richness,Chain,Omnivory,Apparent,Exploitation,FCL
64,2,0.11,0.5,0.9,1,11,0.225806452,0.129032258,0.419354839,0.225806452,2.1
16,6,0.13,0.1,0.5,1.75,4,NA,NA,NA,NA,0
24,6,0.09,2,0.1,1.75,9,0.444444444,0.111111111,0.222222222,0.222222222,2.333333333
24,6,0.1,0.1,0.7,1.75,11,0.258064516,0.177419355,0.161290323,0.403225806,2.666666667
24,4,0.09,1,0.4,1,2,NA,NA,NA,NA,0
64,4,0.13,2,0.1,0.25,1,NA,NA,NA,NA,0
48,6,0.13,1,0.6,1.25,19,0.257009346,0.093457944,0.261682243,0.387850467,3.05
64,8,0.11,0.5,0.9,1.25,15,0.355555556,0.088888889,0.177777778,0.377777778,4.5
64,2,0.11,0.1,0.7,1.5,1,NA,NA,NA,NA,0
16,4,0.1,0.1,0.6,1.25,2,NA,NA,NA,NA,1
32,4,0.1,0.1,0.8,0.5,1,NA,NA,NA,NA,0
24,2,0.09,0.1,0.5,1.5,3,NA,NA,NA,NA,1
64,2,0.13,2,0.1,0.75,23,0.417218543,0.109271523,0.225165563,0.248344371,4.912698413
64,2,0.12,0.5,0.1,0.25,5,0,0.166666667,0,0.833333333,1.5
48,4,0.09,10,0.4,0.75,1,NA,NA,NA,NA,0
32,2,0.13,10,0.4,1.75,5,0.666666667,0,0,0.333333333,2
16,6,0.09,2,0.2,1,7,0.571428571,0,0.285714286,0.142857143,2.5
32,2,0.13,0.1,0.4,1,3,0,1,0,0,1.5
32,6,0.12,0.1,0.1,0.25,4,0,0,0,1,1
24,6,0.11,0.1,0.1,1.75,16,0.229357798,0.100917431,0.339449541,0.330275229,2.133333333
16,8,0.1,1,0.6,1.75,8,0.5,0.125,0.375,0,2.5
24,2,0.11,1,0.8,1.25,3,0,1,0,0,1.5
64,2,0.12,0.5,0.4,1.25,14,0.299065421,0.168224299,0.224299065,0.308411215,3.0625
48,8,0.13,1,0.1,1.5,33,0.297702298,0.117882118,0.30969031,0.274725275,3.230560327
24,4,0.09,0.1,0.1,1.25,3,0,0,1,0,1
16,2,0.11,1,0.8,2,6,0.272727273,0.181818182,0.363636364,0.181818182,1.777777778
24,8,0.12,1,0.6,0.75,2,NA,NA,NA,NA,0
24,6,0.11,10,0.1,1.25,10,0.282608696,0.152173913,0.282608696,0.282608696,1.933333333
48,8,0.13,0.1,0.4,1.5,8,0.35,0.1,0.45,0.1,1.833333333
48,6,0.13,1,0.7,0.75,5,0.333333333,0.333333333,0.333333333,0,1.5
16,8,0.12,2,0.8,0.5,1,NA,NA,NA,NA,0
24,6,0.1,2,0.5,2,9,0.058823529,0.205882353,0.529411765,0.205882353,1.375
32,4,0.09,0.1,0.7,1.25,2,NA,NA,NA,NA,0
24,4,0.09,2,0.4,1.75,14,0.423076923,0,0.230769231,0.346153846,3
24,2,0.13,0.5,0.4,1.5,5,0,0.333333333,0,0.666666667,1.5
16,4,0.11,1,0.1,1.5,9,0.25,0.166666667,0.333333333,0.25,1.666666667
16,6,0.1,10,0.7,2,4,1,0,0,0,2
24,4,0.11,1,0.6,0.25,3,NA,NA,NA,NA,1
24,8,0.11,0.1,0.5,0.25,3,0,0,1,0,1
64,8,0.11,0.1,0.8,0.5,2,NA,NA,NA,NA,0
32,6,0.12,10,0.7,1.75,14,0.337209302,0.11627907,0.372093023,0.174418605,2.646428571
16,8,0.12,10,0.5,1.5,5,0,0,0.5,0.5,1
48,4,0.09,1,0.1,1.5,19,0.275229358,0.091743119,0.302752294,0.330275229,5.125
16,2,0.13,0.5,0.7,2,3,1,0,0,0,2
48,8,0.13,2,0.8,1.25,15,0.216,0.128,0.352,0.304,2.35515873
48,6,0.13,0.5,0.4,1,14,0.358974359,0.08974359,0.282051282,0.269230769,3.3
32,6,0.09,2,0.1,1,13,0.368421053,0.026315789,0.342105263,0.263157895,2.472222222
16,2,0.11,10,0.5,1,3,NA,NA,NA,NA,0
64,2,0.09,0.5,0.4,0.25,0,NA,NA,NA,NA,-1
64,2,0.13,0.5,0.1,2,28,0.227040816,0.094387755,0.288265306,0.390306122,3.041666667
32,2,0.13,2,0.1,0.75,6,0.555555556,0.111111111,0.111111111,0.222222222,3
64,2,0.12,10,0.1,2,38,0.300673149,0.097980553,0.33657442,0.264771877,4.770188615
32,4,0.11,10,0.5,0.75,1,NA,NA,NA,NA,0
16,8,0.09,1,0.1,1,8,0,0.071428571,0.571428571,0.357142857,1.25
64,6,0.09,10,0.6,0.5,7,0.25,0.125,0.25,0.375,2
16,4,0.09,0.1,0.3,0.5,3,NA,NA,NA,NA,1
24,8,0.09,2,0.4,1,8,0.5,0.25,0.125,0.125,2.25
16,4,0.11,10,0.2,2,6,0.428571429,0,0.428571429,0.142857143,2
16,4,0.11,1,0.6,1,6,0,0,0.333333333,0.666666667,1
32,4,0.13,0.5,0.7,0.75,6,0.75,0,0,0.25,3
48,8,0.11,10,0.5,0.75,17,0.275590551,0.070866142,0.322834646,0.330708661,2.528125
48,6,0.12,2,0.3,0.5,9,0.368421053,0.157894737,0.210526316,0.263157895,2.5
64,8,0.13,0.5,0.8,2,34,0.272547076,0.126858276,0.331020813,0.269573835,3.242181558
16,8,0.12,0.1,0.8,0.25,1,NA,NA,NA,NA,0
24,4,0.13,0.1,0.7,1.25,8,0.157894737,0,0.631578947,0.210526316,2
48,2,0.11,10,0.9,1.75,6,0.428571429,0.142857143,0.285714286,0.142857143,3
32,8,0.09,0.1,0.4,1.25,13,0.25,0.083333333,0.166666667,0.5,2.333333333
64,4,0.11,2,0.6,1.5,24,0.336805556,0.086805556,0.333333333,0.243055556,3.537037037
64,6,0.1,1,0.7,2,27,0.268244576,0.118343195,0.325443787,0.287968442,3.375
24,8,0.11,0.5,0.2,0.5,6,NA,NA,NA,NA,1
64,2,0.11,10,0.2,1.5,12,0.35483871,0.129032258,0.225806452,0.290322581,3.125
16,4,0.09,0.5,0.1,2,11,0.285714286,0.071428571,0.357142857,0.285714286,2.833333333
24,8,0.1,0.5,0.3,0.5,6,NA,NA,NA,NA,1
16,8,0.12,2,0.4,1,4,0,0,1,0,1
48,6,0.09,0.1,0.7,1.5,14,0.28358209,0.089552239,0.358208955,0.268656716,2.5
16,6,0.12,2,0.2,1,6,0.2,0.2,0.6,0,1.333333333
64,6,0.09,0.5,0.3,0.75,17,0.358974359,0.064102564,0.307692308,0.269230769,2.75
24,2,0.1,0.1,0.1,1.5,8,0.5,0.0625,0.125,0.3125,2.75
48,6,0.09,0.1,0.4,1,18,0.339805825,0.058252427,0.165048544,0.436893204,3.375
16,2,0.13,10,0.4,1.75,2,NA,NA,NA,NA,1
24,6,0.09,0.5,0.8,2,7,0.5,0,0.25,0.25,2
24,4,0.12,10,0.5,1,12,0.280701754,0.157894737,0.315789474,0.245614035,3.25
64,6,0.11,10,0.6,2,35,0.292202228,0.12596401,0.326478149,0.255355613,3.396129349
24,2,0.1,2,0.9,0.25,0,NA,NA,NA,NA,-1
16,6,0.11,0.5,0.8,1,5,NA,NA,NA,NA,1
16,4,0.12,2,0.8,1.5,1,NA,NA,NA,NA,0
24,4,0.11,1,0.8,2,5,0.333333333,0,0.333333333,0.333333333,2
16,6,0.1,0.1,0.3,1.75,12,0.133333333,0,0.333333333,0.533333333,2
32,4,0.13,10,0.5,0.5,1,NA,NA,NA,NA,0
48,8,0.1,10,0.6,0.25,7,0.666666667,0,0.333333333,0,2
48,4,0.13,2,0.7,1.5,5,0.333333333,0,0.166666667,0.5,2
48,2,0.13,0.5,0.4,1.75,1,NA,NA,NA,NA,0
32,6,0.1,10,0.2,0.75,12,0.226415094,0.113207547,0.358490566,0.301886792,2.4375
16,4,0.09,0.5,0.3,0.5,2,NA,NA,NA,NA,0
16,4,0.09,1,0.4,0.5,4,0,0,0,1,1
64,6,0.13,2,0.3,1.75,37,0.337874659,0.121707539,0.351498638,0.188919164,4.682291667
48,6,0.1,0.5,0.5,0.75,6,0.2,0.2,0.6,0,1.333333333
32,2,0.11,0.1,0.9,0.5,1,NA,NA,NA,NA,0
16,6,0.09,10,0.5,0.25,1,NA,NA,NA,NA,0
64,8,0.13,1,0.6,1,26,0.262626263,0.144781145,0.262626263,0.32996633,3.16
48,8,0.11,0.1,0.1,0.75,15,0.329896907,0.154639175,0.226804124,0.288659794,3.333333333
48,2,0.09,2,0.2,2,27,0.32735426,0.080717489,0.291479821,0.30044843,4.125
64,2,0.11,2,0.2,0.5,2,NA,NA,NA,NA,0
64,8,0.13,10,0.4,0.25,2,NA,NA,NA,NA,1
24,4,0.1,2,0.2,1.75,10,0.181818182,0.136363636,0.318181818,0.363636364,3
48,8,0.09,0.5,0.3,1.75,23,0.321917808,0.061643836,0.246575342,0.369863014,3.666666667
48,8,0.09,0.1,0.1,0.25,4,0.333333333,0.333333333,0.333333333,0,1.5
48,8,0.13,10,0.2,2,31,0.369668246,0.086887836,0.271721959,0.271721959,3.591064815
48,4,0.11,10,0.9,2,15,0.314285714,0.071428571,0.285714286,0.328571429,2.722222222
48,2,0.13,2,0.1,1.5,30,0.289210234,0.129032258,0.35483871,0.226918799,4.666474609
24,6,0.12,10,0.7,0.5,5,0,0,1,0,1
16,4,0.1,2,0.6,1.75,3,NA,NA,NA,NA,1
64,4,0.09,1,0.3,0.25,0,NA,NA,NA,NA,-1
24,6,0.12,10,0.2,2,18,0.25,0.07,0.28,0.4,2.933333333
24,6,0.09,10,0.4,0.25,5,0,0,0.5,0.5,1
16,2,0.12,0.5,0.9,1.25,5,0.5,0,0,0.5,2
16,8,0.11,0.5,0.1,0.75,9,0.272727273,0,0.636363636,0.090909091,1.5
16,4,0.1,10,0.6,0.5,1,NA,NA,NA,NA,0
32,6,0.09,0.1,0.4,0.5,7,0.166666667,0,0.166666667,0.666666667,2
64,2,0.13,0.5,0.3,1.75,31,0.384765625,0.111328125,0.25390625,0.25,5.460160853
24,6,0.09,1,0.1,0.25,8,0,0,0.285714286,0.714285714,1
16,8,0.11,0.1,0.7,1,2,NA,NA,NA,NA,0
48,8,0.13,1,0.5,1,11,0.387755102,0.204081633,0.285714286,0.12244898,3.777777778
24,4,0.12,0.1,0.9,0.25,0,NA,NA,NA,NA,-1
32,2,0.1,0.5,0.7,0.25,0,NA,NA,NA,NA,-1
64,4,0.11,0.1,0.8,0.25,1,NA,NA,NA,NA,0
16,8,0.12,2,0.7,1.5,9,0.055555556,0.111111111,0.555555556,0.277777778,1.333333333
48,6,0.1,2,0.2,0.5,7,0.5,0.125,0.375,0,2.5
32,8,0.1,0.1,0.1,1.25,26,0.317901235,0.070987654,0.302469136,0.308641975,2.765277778
48,6,0.09,2,0.3,2,24,0.168269231,0.0625,0.350961538,0.418269231,3.5
48,4,0.12,10,0.4,1,9,0.2,0.16,0.4,0.24,2
16,8,0.11,1,0.4,0.75,5,0.5,0,0.5,0,2
24,8,0.13,0.5,0.2,1,14,0.407407407,0.037037037,0.296296296,0.259259259,3.166666667
64,4,0.1,0.1,0.4,0.75,14,0.377777778,0.066666667,0.222222222,0.333333333,3.125
24,4,0.09,2,0.2,2,15,0.328125,0.109375,0.34375,0.21875,2.666666667
16,4,0.11,1,0.7,1.25,0,NA,NA,NA,NA,-1
64,2,0.09,10,0.8,2,19,0.268292683,0.024390244,0.170731707,0.536585366,3
48,8,0.11,0.5,0.3,0.5,11,0.355555556,0.088888889,0.266666667,0.288888889,2.520833333
32,6,0.13,10,0.9,0.25,1,NA,NA,NA,NA,0
48,6,0.1,1,0.1,1.5,28,0.303846154,0.090384615,0.290384615,0.315384615,3.361740451
32,8,0.13,10,0.7,0.75,13,0.196721311,0.081967213,0.409836066,0.31147541,1.75
48,2,0.11,0.5,0.2,1.75,29,0.284511785,0.127946128,0.291245791,0.296296296,4.079817708
32,6,0.13,0.1,0.8,1.75,12,0.048387097,0.064516129,0.338709677,0.548387097,1.416666667
48,6,0.09,10,0.4,1,10,0.2,0.05,0.35,0.4,3
16,6,0.09,2,0.1,0.5,6,0,0,0.6,0.4,1
32,4,0.09,0.1,0.3,1.75,14,0.3,0.15,0.3125,0.2375,2.888888889
48,2,0.09,10,0.1,0.5,2,NA,NA,NA,NA,1
48,4,0.13,0.5,0.2,1.25,19,0.217391304,0.101449275,0.304347826,0.376811594,3
16,6,0.11,2,0.5,1.25,5,0.375,0.375,0.25,0,1.833333333
48,8,0.09,10,0.6,0.75,2,NA,NA,NA,NA,0
32,2,0.13,2,0.1,1.25,16,0.257894737,0.157894737,0.257894737,0.326315789,2.916666667
32,8,0.11,0.1,0.2,0.25,6,0.4,0,0.2,0.4,2
64,6,0.1,2,0.9,0.5,7,0.5,0,0.125,0.375,3
32,2,0.13,1,0.3,1.5,11,0.396226415,0.075471698,0.20754717,0.320754717,2.638888889
16,2,0.11,10,0.4,1.75,4,0,0,0.5,0.5,1
32,8,0.13,1,0.1,0.5,9,0.444444444,0.111111111,0.333333333,0.111111111,2.5
16,4,0.1,0.1,0.9,1.25,6,0.4,0,0.2,0.4,2
48,2,0.09,1,0.6,0.5,2,NA,NA,NA,NA,1
48,6,0.12,10,0.6,1.5,15,0.266666667,0.133333333,0.24,0.36,3
48,2,0.13,0.5,0.1,1.75,20,0.314606742,0.112359551,0.286516854,0.286516854,3.5
24,2,0.13,2,0.7,2,5,0.2,0.2,0,0.6,2
64,2,0.09,2,0.5,1.75,19,0.37007874,0.11023622,0.267716535,0.251968504,3.805555556
64,8,0.13,2,0.1,0.5,17,0.181494662,0.153024911,0.348754448,0.316725979,2.599702381
16,8,0.1,0.1,0.8,2,5,NA,NA,NA,NA,1
24,2,0.12,10,0.6,0.25,0,NA,NA,NA,NA,-1
48,4,0.11,2,0.5,0.25,1,NA,NA,NA,NA,0
64,2,0.12,0.1,0.6,1,6,0,0,0.666666667,0.333333333,1
16,2,0.1,2,0.7,0.75,1,NA,NA,NA,NA,0
16,8,0.11,0.5,0.1,0.75,9,0.1875,0,0.5625,0.25,2
24,2,0.1,1,0.9,0.25,0,NA,NA,NA,NA,-1
16,8,0.1,0.5,0.4,0.75,6,0,0,1,0,1
32,2,0.11,2,0.8,0.75,2,NA,NA,NA,NA,0
24,4,0.13,1,0.2,1.5,10,0.4,0.2,0.4,0,1.5
32,8,0.11,10,0.1,1.5,21,0.263157895,0.087719298,0.26754386,0.381578947,2.680555556
24,4,0.12,10,0.4,0.75,7,0,0.25,0.25,0.5,1.5
64,6,0.12,0.5,0.9,0.5,4,0.666666667,0,0.333333333,0,2
48,8,0.12,0.1,0.2,2,31,0.346938776,0.077097506,0.308390023,0.267573696,3.173611111
16,4,0.09,0.1,0.4,0.25,1,NA,NA,NA,NA,0
16,4,0.1,1,0.6,0.5,2,NA,NA,NA,NA,0
48,6,0.09,0.1,0.6,1,8,0.444444444,0.111111111,0.222222222,0.222222222,2.5
24,6,0.13,10,0.3,0.25,2,NA,NA,NA,NA,0
32,8,0.12,1,0.8,1,7,0.066666667,0.066666667,0.333333333,0.533333333,1.333333333
16,4,0.09,2,0.8,1,2,NA,NA,NA,NA,0
64,8,0.13,0.1,0.1,1.5,43,0.316927666,0.083519761,0.314690529,0.284862043,3.73006228
16,8,0.12,2,0.9,1.5,4,0,0,1,0,1
16,2,0.11,1,0.2,0.25,1,NA,NA,NA,NA,0
16,6,0.11,0.5,0.4,1.5,7,0.071428571,0.142857143,0.142857143,0.642857143,1.5
64,8,0.12,0.1,0.1,1,42,0.270018622,0.107386716,0.391061453,0.231533209,3.06364772
64,4,0.12,0.5,0.2,1.25,31,0.393162393,0.102564103,0.277777778,0.226495726,4.647505144
48,6,0.12,0.5,0.2,2,39,0.280290792,0.092084006,0.291599354,0.336025848,3.075831887
16,8,0.13,0.1,0.2,1,10,0.04,0.08,0.44,0.44,1.25
16,8,0.12,0.5,0.6,0.75,5,0.125,0.375,0.25,0.25,1.5
32,4,0.11,1,0.8,1.5,6,0.142857143,0.142857143,0,0.714285714,2
64,2,0.1,0.5,0.6,1.5,1,NA,NA,NA,NA,0
32,6,0.1,0.5,0.1,0.75,6,0.333333333,0,0.333333333,0.333333333,2
64,6,0.09,0.1,0.8,0.25,4,NA,NA,NA,NA,1
32,6,0.12,0.5,0.9,1.75,11,0.111111111,0.111111111,0.222222222,0.555555556,1.666666667
32,6,0.11,0.5,0.7,2,19,0.25,0.086956522,0.35326087,0.309782609,2.533333333
48,6,0.13,10,0.5,1,12,0.128205128,0.256410256,0.435897436,0.179487179,3
24,2,0.09,2,0.4,1.25,9,0.5,0.1,0.2,0.2,4
64,4,0.13,10,0.2,1.25,20,0.362204724,0.047244094,0.244094488,0.346456693,3.625
16,2,0.11,10,0.5,0.25,0,NA,NA,NA,NA,-1
48,2,0.13,0.5,0.1,1.5,28,0.26129666,0.096267191,0.310412574,0.332023576,3.75
64,8,0.12,0.5,0.5,2,40,0.26716141,0.127396413,0.32096475,0.284477427,3.758292431
24,8,0.12,1,0.7,1.75,11,0.153846154,0.076923077,0.384615385,0.384615385,1.5
32,6,0.13,0.5,0.3,0.25,5,0,0,0.333333333,0.666666667,1
32,2,0.11,2,0.3,2,15,0.35,0.1,0.3,0.25,3.1
64,8,0.12,2,0.1,0.5,24,0.372168285,0.1197411,0.190938511,0.317152104,3.982716049
32,8,0.1,2,0.7,2,18,0.228571429,0.104761905,0.371428571,0.295238095,2.666666667
16,4,0.1,0.1,0.3,0.25,0,NA,NA,NA,NA,-1
24,4,0.11,0.1,0.4,1.25,6,0.125,0.125,0.125,0.625,1.5
32,6,0.11,10,0.8,0.25,0,NA,NA,NA,NA,-1
64,2,0.12,1,0.5,1.5,22,0.31372549,0.141176471,0.345098039,0.2,3.333333333
32,6,0.09,2,0.8,2,17,0.225806452,0.088709677,0.330645161,0.35483871,2.75
32,8,0.09,2,0.1,0.25,7,0.4,0,0.4,0.2,2
16,4,0.1,0.1,0.9,1.75,2,NA,NA,NA,NA,0
24,8,0.09,1,0.4,2,12,0.219512195,0.073170732,0.536585366,0.170731707,2.416666667
24,4,0.12,10,0.1,1.75,14,0.280701754,0.096491228,0.315789474,0.307017544,2.361111111
16,6,0.1,0.5,0.2,2,8,0.375,0,0.25,0.375,2
32,6,0.09,1,0.4,1.25,11,0.421052632,0.052631579,0.210526316,0.315789474,2.375
24,2,0.12,0.5,0.5,2,5,0.666666667,0,0.166666667,0.166666667,2
32,2,0.13,1,0.2,0.25,1,NA,NA,NA,NA,0
64,6,0.09,0.5,0.7,1.5,22,0.385321101,0.073394495,0.357798165,0.183486239,3
32,4,0.13,2,0.4,2,17,0.319148936,0.120567376,0.226950355,0.333333333,3.247685185
16,8,0.12,1,0.5,1,9,0.151515152,0.090909091,0.515151515,0.242424242,1.5
64,8,0.11,0.1,0.9,0.75,12,0.275,0.025,0.25,0.45,2.5
48,6,0.09,1,0.1,1,27,0.359375,0.09375,0.270833333,0.276041667,3.888888889
64,2,0.13,0.5,0.1,1,43,0.238486092,0.128590971,0.400820793,0.232102143,4.925925926
16,2,0.12,0.1,0.6,1,4,0,0.333333333,0,0.666666667,1.5
64,8,0.1,2,0.8,2,32,0.294429708,0.090185676,0.342175066,0.273209549,4.433950617
64,8,0.1,2,0.2,1.75,27,0.329355609,0.109785203,0.334128878,0.22673031,3.476525253
48,4,0.09,0.5,0.3,2,31,0.378698225,0.053254438,0.233727811,0.334319527,4.797135417
32,4,0.1,10,0.2,0.25,4,1,0,0,0,2
24,2,0.09,2,0.6,1.75,7,0.2,0,0.2,0.6,2
32,8,0.09,0.1,0.2,0.5,4,0.5,0,0.5,0,1.5
64,8,0.13,0.5,0.6,0.25,3,0,0,1,0,1
32,8,0.1,2,0.6,0.25,2,NA,NA,NA,NA,0
16,6,0.12,2,0.2,1.25,13,0.210526316,0.052631579,0.447368421,0.289473684,2
16,4,0.11,1,0.5,1.75,6,0,0,0.5,0.5,1
48,2,0.11,2,0.2,1.5,14,0.417721519,0.17721519,0.17721519,0.227848101,3.866666667
64,2,0.09,2,0.4,2,16,0.4,0.125,0.225,0.25,4.233333333
32,4,0.13,1,0.7,0.5,2,NA,NA,NA,NA,0
64,4,0.1,10,0.2,1.5,43,0.299270073,0.09270073,0.289781022,0.318248175,4.386947643
48,6,0.09,1,0.4,0.25,3,NA,NA,NA,NA,1
64,4,0.09,0.1,0.1,1,34,0.305064782,0.110718492,0.310954064,0.273262662,3.925277778
16,4,0.09,1,0.2,0.5,6,0,0,0,1,1
32,4,0.1,10,0.8,1.25,7,0.333333333,0.055555556,0.388888889,0.222222222,2.25
48,6,0.12,0.1,0.9,0.75,11,0.175,0.075,0.35,0.4,3
32,8,0.13,10,0.3,0.75,13,0.102272727,0.079545455,0.318181818,0.5,1.666666667
32,4,0.09,0.1,0.3,1.75,16,0.320987654,0.086419753,0.222222222,0.37037037,2.277777778
16,8,0.09,10,0.1,1.25,12,0.088235294,0.029411765,0.676470588,0.205882353,1.5
64,2,0.09,10,0.5,1.75,17,0.385964912,0.070175439,0.236842105,0.307017544,4.25
48,6,0.09,0.1,0.2,0.25,11,0.259259259,0.148148148,0.37037037,0.222222222,2.5
24,8,0.09,2,0.8,0.75,6,0.333333333,0,0.333333333,0.333333333,2
32,4,0.1,0.1,0.3,1.75,13,0.333333333,0.102564103,0.358974359,0.205128205,2.75
24,4,0.1,1,0.5,1.25,5,1,0,0,0,2
24,6,0.09,0.5,0.1,2,15,0.483333333,0.066666667,0.216666667,0.233333333,3.125
24,2,0.13,0.1,0.2,1,9,0.481481481,0.074074074,0.185185185,0.259259259,3.25
64,4,0.1,2,0.9,0.75,7,0.625,0,0.125,0.25,3
24,4,0.11,1,0.1,1,7,0,0,0.2,0.8,1
48,6,0.09,1,0.7,2,21,0.376811594,0.094202899,0.268115942,0.260869565,3.794444444
32,2,0.13,2,0.9,1,0,NA,NA,NA,NA,-1
48,8,0.12,10,0.9,0.5,2,NA,NA,NA,NA,0
48,2,0.12,1,0.2,0.25,0,NA,NA,NA,NA,-1
16,2,0.12,10,0.5,0.75,5,0,0,0.333333333,0.666666667,1
32,2,0.11,0.1,0.7,1,4,0.5,0,0.25,0.25,2
64,6,0.12,0.5,0.9,1.25,13,0.227272727,0.204545455,0.25,0.318181818,2.444444444
64,2,0.09,1,0.3,1.75,5,0.571428571,0.142857143,0.142857143,0.142857143,2.5
16,2,0.13,1,0.3,0.5,0,NA,NA,NA,NA,-1
16,2,0.09,0.1,0.1,1.75,7,0.6,0,0,0.4,3
64,2,0.09,1,0.5,1.75,12,0.457627119,0.203389831,0.118644068,0.220338983,4
16,6,0.12,1,0.1,2,11,0.137931034,0.103448276,0.379310345,0.379310345,2
48,4,0.13,0.5,0.9,1,9,0.423076923,0.192307692,0.269230769,0.115384615,4.55
48,8,0.09,2,0.8,1.25,7,0.363636364,0.090909091,0.454545455,0.090909091,2.25
48,2,0.09,10,0.5,1,9,0.318181818,0.090909091,0.318181818,0.272727273,2.5
24,4,0.09,0.5,0.6,1,7,0.5,0,0.5,0,1.5
48,4,0.11,1,0.8,0.25,5,0.666666667,0.333333333,0,0,2.5
24,8,0.11,10,0.9,1.75,10,0.263157895,0.052631579,0.368421053,0.315789474,1.666666667
48,4,0.11,0.5,0.8,0.75,5,0,0,0,1,1
24,4,0.1,0.1,0.2,1.25,8,1,0,0,0,3
32,2,0.11,10,0.9,1.5,8,0.352941176,0.176470588,0.235294118,0.235294118,3
16,2,0.13,0.1,0.6,1.75,2,NA,NA,NA,NA,1
16,6,0.09,2,0.9,1,2,NA,NA,NA,NA,1
48,8,0.09,10,0.1,0.25,11,0.204545455,0.090909091,0.318181818,0.386363636,3
24,6,0.09,10,0.1,1.75,14,0.15,0.075,0.3,0.475,2
24,4,0.13,0.1,0.4,1.25,12,0.338235294,0.176470588,0.235294118,0.25,3.027777778
24,4,0.13,0.5,0.8,1.5,6,0,0.181818182,0.363636364,0.454545455,1.333333333
32,4,0.09,0.1,0.6,0.25,3,NA,NA,NA,NA,1
64,4,0.12,0.5,0.2,0.25,4,0,0,0.5,0.5,1
24,6,0.09,10,0.6,2,7,0,0,0.7,0.3,1
64,2,0.12,2,0.1,1,14,0.268292683,0.097560976,0.341463415,0.292682927,4
48,2,0.09,1,0.8,1.75,2,NA,NA,NA,NA,0
48,6,0.12,0.1,0.2,1.75,31,0.26458616,0.120759837,0.394843962,0.219810041,3.560358796
24,8,0.13,1,0.3,1.25,7,0.2,0.133333333,0.4,0.266666667,1.75
64,8,0.12,1,0.8,2,28,0.287477954,0.091710758,0.333333333,0.287477954,2.738788108
48,2,0.09,0.5,0.6,1,14,0.217948718,0.141025641,0.243589744,0.397435897,2.5
48,4,0.12,0.1,0.4,0.5,11,0.4,0.111111111,0.266666667,0.222222222,3.75
32,4,0.09,0.1,0.1,0.75,9,0.333333333,0.066666667,0.2,0.4,2
32,4,0.13,1,0.1,1.5,22,0.278606965,0.134328358,0.348258706,0.23880597,3.083333333
64,8,0.11,2,0.5,1.75,29,0.321041215,0.138828633,0.314533623,0.225596529,3.952111503
16,8,0.1,0.1,0.7,1,6,0,0,0.8,0.2,1
48,2,0.13,2,0.7,1.75,20,0.338383838,0.121212121,0.232323232,0.308080808,3.2075
16,4,0.12,1,0.7,2,6,0.5,0.125,0.125,0.25,2.25
16,4,0.1,10,0.2,1.5,7,0,0.166666667,0.416666667,0.416666667,1.5
48,2,0.12,2,0.5,1.25,0,NA,NA,NA,NA,-1
48,6,0.1,2,0.6,0.5,7,0.5,0,0.25,0.25,2.5
24,8,0.09,0.5,0.1,0.5,6,0,0,0.5,0.5,1
64,2,0.12,1,0.3,1,32,0.329881657,0.109467456,0.25887574,0.301775148,4.192939815
32,4,0.09,10,0.2,1.75,19,0.374233129,0.128834356,0.214723926,0.282208589,3.758928571
16,8,0.1,2,0.1,1,10,0.045454545,0,0.636363636,0.318181818,1.5
16,2,0.13,0.5,0.7,0.25,0,NA,NA,NA,NA,-1
16,8,0.13,1,0.7,0.25,4,0,0,1,0,1
48,4,0.13,0.1,0.6,0.75,5,0,0.166666667,0,0.833333333,1.5
32,2,0.11,2,0.7,0.75,1,NA,NA,NA,NA,0
64,4,0.13,1,0.7,2,27,0.333333333,0.12,0.265,0.281666667,3.824965278
48,6,0.11,0.1,0.1,0.75,21,0.375527426,0.122362869,0.286919831,0.215189873,4.034722222
64,2,0.09,2,0.2,0.5,7,0.2,0.2,0.2,0.4,1.833333333
64,4,0.09,1,0.6,1,22,0.297142857,0.045714286,0.354285714,0.302857143,2.825
64,4,0.13,0.5,0.5,0.25,0,NA,NA,NA,NA,-1
48,6,0.09,1,0.3,1,10,0.166666667,0.19047619,0.404761905,0.238095238,2.066666667
16,6,0.09,2,0.2,1.5,6,0,0,0.25,0.75,1
24,4,0.13,0.1,0.6,1,7,0.363636364,0,0.272727273,0.363636364,2
64,8,0.09,10,0.1,1.75,34,0.352,0.1056,0.28,0.2624,3.905555556
32,6,0.1,2,0.2,0.25,1,NA,NA,NA,NA,0
32,4,0.13,1,0.2,1.25,19,0.291208791,0.137362637,0.302197802,0.269230769,3.404947917
48,8,0.1,0.1,0.9,1.25,9,0.571428571,0.142857143,0.071428571,0.214285714,3.75
16,8,0.13,0.5,0.1,2,10,0.28,0.08,0.52,0.12,2.166666667
16,4,0.09,0.5,0.4,1,4,1,0,0,0,2
64,8,0.13,10,0.7,1,15,0.258064516,0.11827957,0.462365591,0.161290323,3
32,8,0.12,2,0.7,0.5,3,NA,NA,NA,NA,1
24,2,0.11,2,0.4,1.25,2,NA,NA,NA,NA,1
48,2,0.13,0.5,0.5,0.5,5,0.111111111,0.555555556,0,0.333333333,1.833333333
48,6,0.12,0.5,0.3,0.25,4,0,0,0.5,0.5,1
16,8,0.13,2,0.7,1.5,4,0,0,0.5,0.5,1
48,2,0.09,2,0.3,0.5,2,NA,NA,NA,NA,1
