N,B,Connectance,T,Disturbance,Eco_size,Richness,Chain,Omnivory,Apparent,Exploitation,FCL
64,8,0.09,2,0.4,1.5,24,0.282539683,0.095238095,0.33015873,0.292063492,2
16,6,0.1,10,0.9,0.75,1,NA,NA,NA,NA,0
24,8,0.1,0.1,0.6,2,12,0.307692308,0.025641026,0.333333333,0.333333333,2
24,4,0.12,0.5,0.5,1,12,0.333333333,0.111111111,0.111111111,0.444444444,2
64,6,0.11,0.5,0.1,0.75,20,0.232142857,0.171428571,0.317857143,0.278571429,2
64,4,0.11,2,0.1,1.5,40,0.306990881,0.110182371,0.318389058,0.26443769,3
48,8,0.12,10,0.5,0.5,4,0,0,0,1,1
64,4,0.13,2,0.4,1.25,20,0.316872428,0.172839506,0.288065844,0.222222222,3
16,8,0.09,2,0.6,0.25,1,NA,NA,NA,NA,0
48,6,0.11,1,0.6,1.5,14,0.321167883,0.226277372,0.299270073,0.153284672,2
16,6,0.11,10,0.3,0.75,2,NA,NA,NA,NA,0
48,6,0.12,10,0.1,1.25,18,0.303030303,0.103030303,0.290909091,0.303030303,2
64,2,0.12,1,0.3,1,36,0.310873916,0.140760507,0.270847231,0.277518346,2
32,8,0.13,0.5,0.4,0.5,9,0.15,0.15,0.35,0.35,1
16,4,0.11,0.5,0.2,1.75,8,0.285714286,0,0.357142857,0.357142857,2
48,4,0.12,0.1,0.4,1.75,25,0.284507042,0.109859155,0.323943662,0.281690141,3
64,2,0.1,10,0.4,1.5,25,0.291005291,0.111111111,0.373015873,0.224867725,3
16,6,0.13,1,0.2,1,7,0.5,0,0.5,0,2
48,6,0.12,0.5,0.8,1.5,14,0.188888889,0.166666667,0.255555556,0.388888889,3
16,6,0.09,0.1,0.3,0.75,7,0.5,0,0.5,0,2
48,2,0.12,0.1,0.8,1.25,2,NA,NA,NA,NA,0
48,4,0.1,0.5,0.4,1.25,21,0.366412214,0.106870229,0.267175573,0.259541985,3
16,2,0.09,0.5,0.1,1.25,8,0.294117647,0.117647059,0.352941176,0.235294118,2
32,8,0.12,2,0.4,1.25,18,0.318518519,0.066666667,0.325925926,0.288888889,3
24,6,0.1,10,0.1,0.25,2,NA,NA,NA,NA,0
32,8,0.12,0.1,0.2,1,8,0.5,0,0.375,0.125,2
64,2,0.09,0.1,0.7,0.25,0,NA,NA,NA,NA,-1
48,4,0.11,0.5,0.2,0.25,1,NA,NA,NA,NA,0
48,6,0.13,0.5,0.2,1,16,0.281385281,0.220779221,0.298701299,0.199134199,2
48,4,0.12,0.5,0.7,1,3,NA,NA,NA,NA,0
32,2,0.13,0.1,0.3,0.5,6,0.428571429,0.285714286,0,0.285714286,2
48,2,0.11,0.5,0.5,2,17,0.393442623,0.081967213,0.213114754,0.31147541,4
24,4,0.09,10,0.9,1.5,12,0.274509804,0.039215686,0.31372549,0.37254902,2
64,8,0.11,2,0.1,2,45,0.264356753,0.130895091,0.334295797,0.270452358,2
16,2,0.09,10,0.9,0.75,1,NA,NA,NA,NA,0
48,8,0.09,2,0.3,1.75,25,0.289198606,0.101045296,0.418118467,0.191637631,2
24,2,0.1,0.5,0.5,0.75,2,NA,NA,NA,NA,1
32,6,0.13,2,0.4,1.5,11,0.115384615,0.076923077,0.423076923,0.384615385,2
64,4,0.09,0.5,0.2,1,28,0.364795918,0.086734694,0.267857143,0.280612245,3
16,2,0.13,0.1,0.7,0.25,2,NA,NA,NA,NA,1
16,6,0.1,1,0.1,0.5,5,0,0.333333333,0.666666667,0,1
24,4,0.11,0.5,0.2,1,9,0.333333333,0.166666667,0.111111111,0.388888889,2
64,2,0.09,1,0.1,0.5,13,0.40625,0.03125,0.15625,0.40625,5
48,6,0.13,0.5,0.5,1,9,0.285714286,0.047619048,0.380952381,0.285714286,2
16,2,0.1,10,0.4,1,4,0.5,0.5,0,0,2
64,8,0.13,0.5,0.2,0.25,12,0.538461538,0.038461538,0.192307692,0.230769231,3
32,4,0.13,0.1,0.5,1.75,16,0.4,0.127272727,0.2,0.272727273,3
32,6,0.1,2,0.7,0.25,1,NA,NA,NA,NA,0
48,2,0.1,1,0.3,0.5,9,0.285714286,0.107142857,0.142857143,0.464285714,3
24,8,0.09,2,0.4,0.5,2,NA,NA,NA,NA,1
24,2,0.12,0.1,0.5,1,3,1,0,0,0,2
32,2,0.13,1,0.5,0.75,8,0.230769231,0.192307692,0.230769231,0.346153846,2
64,2,0.13,0.5,0.6,1.25,9,0.25,0.2,0.15,0.4,2
24,2,0.13,0.5,0.5,1.75,10,0.255813953,0.23255814,0.209302326,0.302325581,2
16,6,0.09,10,0.3,0.75,5,0,0,1,0,1
64,8,0.12,10,0.4,0.75,18,0.273972603,0.164383562,0.171232877,0.390410959,2
48,6,0.1,10,0.5,1.75,21,0.181818182,0.090909091,0.311688312,0.415584416,2
48,6,0.09,0.1,0.9,0.25,5,0.666666667,0,0.333333333,0,2
24,4,0.12,0.5,0.5,2,7,0.5,0.5,0,0,2
48,8,0.12,0.1,0.1,2,38,0.313216657,0.127338564,0.296318648,0.263126132,2
24,6,0.12,2,0.5,1.75,12,0.310344828,0.137931034,0.137931034,0.413793103,2
16,6,0.1,0.5,0.2,0.5,6,0,0.222222222,0.333333333,0.444444444,1
48,6,0.12,0.1,0.6,1.25,24,0.28320802,0.13283208,0.363408521,0.220551378,2
48,6,0.12,0.1,0.5,1.5,27,0.220198675,0.158940397,0.336092715,0.284768212,2
24,6,0.09,0.1,0.2,0.25,2,NA,NA,NA,NA,0
48,6,0.1,0.1,0.3,0.75,8,0.076923077,0.076923077,0.230769231,0.615384615,1
24,8,0.1,0.1,0.2,0.75,10,0.454545455,0,0.363636364,0.181818182,2
32,4,0.09,10,0.7,0.5,0,NA,NA,NA,NA,-1
24,2,0.1,0.1,0.1,0.5,6,0.2,0.2,0.2,0.4,1
64,4,0.11,2,0.1,2,40,0.280660377,0.099842767,0.346698113,0.272798742,4
48,8,0.12,10,0.1,0.75,16,0.412371134,0.12371134,0.298969072,0.164948454,3
48,2,0.13,1,0.1,1.75,12,0.5,0.125,0.15,0.225,3
32,8,0.09,10,0.9,1.75,11,0.083333333,0,0.458333333,0.458333333,2
48,6,0.12,0.5,0.8,2,22,0.247368421,0.052631579,0.278947368,0.421052632,3
64,2,0.13,2,0.4,1.75,29,0.297752809,0.137640449,0.287921348,0.276685393,3
32,2,0.12,0.1,0.1,1.25,16,0.301369863,0.082191781,0.205479452,0.410958904,3
32,2,0.12,1,0.4,0.5,7,0.384615385,0.076923077,0.076923077,0.461538462,2
48,8,0.1,10,0.3,0.5,10,0.5,0,0.142857143,0.357142857,2
64,4,0.12,1,0.3,2,44,0.289980354,0.116306483,0.305304519,0.288408644,3
16,4,0.12,10,0.5,0.25,2,NA,NA,NA,NA,0
24,4,0.1,0.5,0.4,0.75,2,NA,NA,NA,NA,0
32,8,0.11,2,0.1,0.75,12,0.407407407,0.074074074,0.277777778,0.240740741,2
16,8,0.11,0.1,0.3,0.75,3,NA,NA,NA,NA,0
24,6,0.13,0.5,0.8,0.5,1,NA,NA,NA,NA,0
24,6,0.13,1,0.4,1,11,0.166666667,0.083333333,0.375,0.375,2
16,2,0.13,1,0.5,0.75,0,NA,NA,NA,NA,-1
16,8,0.11,1,0.1,1.75,13,0.28,0.06,0.46,0.2,2
16,6,0.09,10,0.2,1.75,8,0.4,0,0.4,0.2,1
48,4,0.11,10,0.3,0.75,9,0.423076923,0,0.230769231,0.346153846,3
64,2,0.12,1,0.2,2,42,0.300932091,0.104527297,0.273635153,0.320905459,3
16,4,0.12,2,0.4,0.75,3,NA,NA,NA,NA,1
64,4,0.1,10,0.2,2,45,0.271530444,0.097641251,0.364783324,0.266044981,3
64,2,0.11,1,0.5,0.5,0,NA,NA,NA,NA,-1
64,2,0.12,2,0.5,1.75,17,0.275590551,0.263779528,0.224409449,0.236220472,3
16,6,0.11,0.5,0.5,1,4,0,0,0,1,1
64,6,0.12,2,0.9,0.25,4,NA,NA,NA,NA,0
48,4,0.13,10,0.4,0.25,1,NA,NA,NA,NA,0
24,8,0.11,0.5,0.1,1,13,0.144578313,0.072289157,0.506024096,0.277108434,1
48,4,0.1,10,0.5,1.75,23,0.3225058,0.146171694,0.245939675,0.285382831,4
16,4,0.13,2,0.2,0.5,5,0,0,0.5,0.5,1
32,8,0.13,0.1,0.3,1.75,12,0.253968254,0.079365079,0.507936508,0.158730159,2
16,6,0.12,2,0.8,0.75,5,0,0.166666667,0.833333333,0,1
64,6,0.1,10,0.1,1.5,38,0.299769408,0.096848578,0.326671791,0.276710223,3
32,2,0.12,2,0.2,1.75,14,0.365591398,0.11827957,0.225806452,0.290322581,2
48,2,0.11,2,0.4,1.25,17,0.310734463,0.13559322,0.231638418,0.322033898,3
32,8,0.1,10,0.4,0.5,6,0,0,1,0,1
16,6,0.13,0.1,0.3,1.25,9,0.217391304,0.043478261,0.434782609,0.304347826,2
32,6,0.1,1,0.7,1.5,12,0.385964912,0.122807018,0.333333333,0.157894737,2
48,8,0.11,1,0.9,0.75,11,0.326923077,0.096153846,0.192307692,0.384615385,2
32,8,0.13,0.5,0.4,1.75,9,0.290322581,0.161290323,0.161290323,0.387096774,2
64,8,0.13,0.5,0.6,0.5,5,1,0,0,0,2
64,6,0.13,2,0.2,2,43,0.337959184,0.075918367,0.323265306,0.262857143,3
64,2,0.13,0.1,0.3,0.5,4,0.5,0,0.5,0,1
48,2,0.13,1,0.5,1.25,1,NA,NA,NA,NA,0
16,2,0.12,0.5,0.7,1.75,7,0.461538462,0,0.153846154,0.384615385,2
24,4,0.09,10,0.9,1,6,0.333333333,0,0.333333333,0.333333333,2
32,2,0.12,10,0.2,2,17,0.319148936,0.170212766,0.304964539,0.205673759,3
48,8,0.11,0.1,0.8,0.5,1,NA,NA,NA,NA,0
64,6,0.09,0.1,0.9,1.5,27,0.343042071,0.048543689,0.349514563,0.258899676,3
24,4,0.1,0.5,0.7,0.75,3,NA,NA,NA,NA,1
64,2,0.1,0.5,0.9,1.5,17,0.305194805,0.136363636,0.201298701,0.357142857,3
64,6,0.11,10,0.7,0.25,6,0.5,0,0.5,0,1
48,6,0.09,0.5,0.5,0.75,11,0.089285714,0.089285714,0.232142857,0.589285714,2
16,6,0.09,1,0.6,1,5,0,0,0,1,1
48,4,0.1,10,0.3,1.75,21,0.30625,0.1375,0.25625,0.3,2
48,8,0.1,0.1,0.5,1.5,24,0.316455696,0.094936709,0.278481013,0.310126582,2
32,8,0.09,1,0.4,1.25,17,0.333333333,0.118055556,0.381944444,0.166666667,3
16,4,0.12,2,0.5,1.25,4,0.5,0,0,0.5,2
64,4,0.09,2,0.5,1,10,0.555555556,0.166666667,0.055555556,0.222222222,4
32,4,0.13,10,0.8,1.5,10,0.555555556,0.222222222,0,0.222222222,2
32,4,0.09,0.1,0.2,0.25,4,0,0.5,0,0.5,1
32,6,0.1,1,0.5,1.75,18,0.256637168,0.044247788,0.265486726,0.433628319,2
24,2,0.1,0.1,0.1,0.5,2,NA,NA,NA,NA,1
32,6,0.11,1,0.7,0.75,5,0,0,1,0,1
16,2,0.09,2,0.5,1.5,6,0.571428571,0,0.142857143,0.285714286,2
32,8,0.11,0.5,0.7,0.5,0,NA,NA,NA,NA,-1
48,6,0.1,10,0.8,1,0,NA,NA,NA,NA,-1
64,8,0.1,1,0.5,2,28,0.311720698,0.094763092,0.3840399,0.209476309,3
64,2,0.11,2,0.4,2,34,0.359325606,0.105374078,0.28345627,0.251844046,3
64,2,0.12,2,0.3,1.75,37,0.32034632,0.116017316,0.276190476,0.287445887,3
64,2,0.11,0.1,0.5,0.5,1,NA,NA,NA,NA,0
48,4,0.09,2,0.9,0.5,0,NA,NA,NA,NA,-1
32,2,0.11,1,0.7,0.75,2,NA,NA,NA,NA,1
32,8,0.1,0.5,0.2,2,20,0.299363057,0.082802548,0.375796178,0.242038217,2
16,8,0.13,2,0.1,1,12,0.055555556,0.018518519,0.5,0.425925926,1
16,4,0.1,0.5,0.4,1.75,12,0.102564103,0.076923077,0.461538462,0.358974359,2
16,2,0.13,2,0.9,2,1,NA,NA,NA,NA,0
32,8,0.12,10,0.3,0.75,7,0,0.125,0.25,0.625,1
64,2,0.12,0.1,0.7,1.5,8,0.428571429,0.333333333,0.095238095,0.142857143,2
16,2,0.09,0.5,0.7,0.25,2,NA,NA,NA,NA,1
16,6,0.12,1,0.7,1,2,NA,NA,NA,NA,0
16,8,0.13,10,0.5,1.25,7,0,0,0.5,0.5,1
32,6,0.11,1,0.8,1.25,5,0.333333333,0,0.333333333,0.333333333,1
16,4,0.11,1,0.3,2,9,0.45,0.05,0.25,0.25,2
48,4,0.12,0.1,0.7,0.25,2,NA,NA,NA,NA,1
24,4,0.09,0.1,0.1,2,14,0.450980392,0.098039216,0.294117647,0.156862745,2
16,8,0.1,0.5,0.9,0.75,5,0,0,0.75,0.25,1
48,8,0.12,0.1,0.6,1,15,0.366071429,0.133928571,0.267857143,0.232142857,2
16,4,0.12,0.1,0.5,0.75,4,0.666666667,0,0.333333333,0,2
64,4,0.13,2,0.5,1,14,0.235772358,0.170731707,0.430894309,0.162601626,2
64,4,0.13,1,0.8,1,14,0.396825397,0.126984127,0.285714286,0.19047619,2
32,8,0.1,1,0.3,1.75,17,0.184615385,0.130769231,0.415384615,0.269230769,2
16,4,0.1,1,0.4,2,8,0.444444444,0.148148148,0.185185185,0.222222222,2
48,4,0.1,1,0.9,2,18,0.348837209,0.124031008,0.240310078,0.286821705,3
16,8,0.09,2,0.7,1.75,3,NA,NA,NA,NA,0
48,6,0.12,0.5,0.6,1.75,15,0.383561644,0.01369863,0.287671233,0.315068493,2
16,4,0.09,10,0.6,1,2,NA,NA,NA,NA,0
16,6,0.12,1,0.1,1.75,11,0.185714286,0.157142857,0.414285714,0.242857143,2
16,6,0.12,10,0.6,0.5,2,NA,NA,NA,NA,0
32,8,0.1,0.5,0.6,0.25,2,NA,NA,NA,NA,0
16,8,0.1,10,0.2,1.75,11,0.125,0.15625,0.3125,0.40625,1
16,6,0.09,0.1,0.9,0.25,2,NA,NA,NA,NA,0
32,4,0.11,0.5,0.1,0.5,13,0.317460317,0.126984127,0.206349206,0.349206349,2
24,4,0.13,1,0.8,1.25,4,0,0,1,0,1
48,6,0.11,0.1,0.5,2,24,0.353535354,0.111111111,0.282828283,0.252525253,3
24,8,0.09,0.5,0.7,1,7,0.571428571,0.285714286,0.142857143,0,2
16,4,0.12,1,0.2,1.5,3,0,1,0,0,1
64,6,0.13,0.5,0.4,2,27,0.347663551,0.134579439,0.259813084,0.257943925,3
48,2,0.13,0.5,0.6,1.75,3,NA,NA,NA,NA,1
48,6,0.1,1,0.8,0.25,5,0.5,0,0.25,0.25,2
24,6,0.1,10,0.2,1,7,0.5,0,0.25,0.25,2
32,6,0.12,0.5,0.3,1.75,8,0.545454545,0.090909091,0.181818182,0.181818182,3
24,8,0.09,10,0.2,1.25,13,0.153846154,0.102564103,0.333333333,0.41025641,2
16,8,0.11,2,0.9,2,5,0,0.333333333,0.666666667,0,1
16,8,0.11,1,0.7,0.75,3,NA,NA,NA,NA,1
64,6,0.13,1,0.3,0.5,18,0.294478528,0.134969325,0.325153374,0.245398773,2
32,6,0.1,0.1,0.2,1.5,13,0.238095238,0.047619048,0.5,0.214285714,2
32,2,0.11,2,0.8,1.25,0,NA,NA,NA,NA,-1
48,2,0.12,1,0.6,1.75,5,0.333333333,0,0.333333333,0.333333333,2
48,2,0.13,2,0.7,0.75,0,NA,NA,NA,NA,-1
64,8,0.11,1,0.5,2,24,0.433962264,0.066037736,0.235849057,0.264150943,3
24,8,0.13,10,0.2,1.25,14,0.097345133,0.14159292,0.415929204,0.345132743,2
16,8,0.12,1,0.8,1,5,0.333333333,0.166666667,0.5,0,1
24,2,0.1,0.1,0.5,1.75,1,NA,NA,NA,NA,0
32,8,0.12,10,0.3,1,12,0.285714286,0.102040816,0.408163265,0.204081633,3
64,8,0.1,1,0.3,1.75,38,0.295715778,0.102403344,0.330198537,0.271682341,3
64,6,0.11,0.5,0.3,1.25,27,0.330254042,0.136258661,0.265588915,0.267898383,3
16,4,0.11,1,0.5,0.25,2,NA,NA,NA,NA,0
48,2,0.13,0.5,0.6,0.75,4,0,0,0,1,1
64,8,0.11,1,0.5,0.25,7,0,0,0.4,0.6,1
24,4,0.09,0.5,0.2,0.5,5,0,0,0.75,0.25,1
24,2,0.12,1,0.9,0.25,1,NA,NA,NA,NA,0
24,4,0.09,1,0.7,1.75,7,0.625,0,0.125,0.25,3
48,4,0.09,10,0.2,1.25,20,0.271111111,0.146666667,0.355555556,0.226666667,3
64,6,0.11,0.1,0.9,1,9,0.538461538,0.115384615,0.115384615,0.230769231,3
24,8,0.09,0.5,0.1,1.75,6,0.4,0,0.2,0.4,2
16,4,0.11,2,0.9,1,4,0,0,1,0,1
64,6,0.09,2,0.3,1.75,31,0.32295082,0.118032787,0.293442623,0.26557377,3
32,6,0.13,2,0.5,2,17,0.388235294,0.070588235,0.188235294,0.352941176,2
32,8,0.12,0.5,0.2,2,21,0.384615385,0.123076923,0.246153846,0.246153846,2
32,4,0.09,10,0.9,0.75,6,0.375,0,0.25,0.375,2
16,2,0.09,0.5,0.8,0.5,0,NA,NA,NA,NA,-1
64,4,0.1,2,0.1,2,42,0.343070652,0.107336957,0.277173913,0.272418478,3
64,2,0.1,0.1,0.8,1.5,2,NA,NA,NA,NA,1
64,6,0.11,10,0.7,0.25,4,0,0,0,1,1
48,8,0.13,0.1,0.3,1.5,24,0.322222222,0.122222222,0.261111111,0.294444444,3
24,4,0.11,1,0.5,1,7,0.6,0.2,0.2,0,2
64,2,0.11,10,0.3,1,21,0.275862069,0.167108753,0.24137931,0.315649867,2
16,6,0.11,2,0.7,0.5,2,NA,NA,NA,NA,1
64,4,0.1,10,0.1,0.5,18,0.274611399,0.18134715,0.347150259,0.196891192,3
32,8,0.13,2,0.2,2,23,0.358064516,0.077419355,0.319354839,0.24516129,2
48,6,0.13,1,0.3,1.75,31,0.283333333,0.128888889,0.29,0.297777778,3
48,8,0.11,0.5,0.3,1.5,26,0.308823529,0.093137255,0.284313725,0.31372549,3
16,6,0.12,0.5,0.6,1.75,9,0,0,0.75,0.25,1
48,8,0.12,10,0.9,1,12,0.3125,0.25,0.1875,0.25,3
48,8,0.12,0.1,0.8,1.25,12,0.333333333,0.166666667,0.35,0.15,2
24,8,0.12,1,0.3,1.25,6,0.333333333,0,0.333333333,0.333333333,2
48,2,0.1,1,0.9,1.75,1,NA,NA,NA,NA,0
16,8,0.1,0.5,0.1,1.25,10,0.2,0.133333333,0.533333333,0.133333333,2
24,6,0.1,10,0.7,0.25,1,NA,NA,NA,NA,0
48,4,0.13,10,0.2,1,21,0.347701149,0.123563218,0.24137931,0.287356322,2
32,4,0.12,0.1,0.8,1.25,8,0.222222222,0.111111111,0.111111111,0.555555556,2
24,2,0.13,2,0.1,1.25,8,0.434782609,0.217391304,0.217391304,0.130434783,3
16,4,0.11,0.1,0.7,1.25,8,0,0.0625,0.375,0.5625,1
16,4,0.11,10,0.3,1.75,5,NA,NA,NA,NA,1
24,8,0.1,1,0.8,2,4,0,0,1,0,1
24,8,0.11,1,0.9,1.25,5,0,0,0,1,1
24,4,0.09,0.1,0.6,0.25,1,NA,NA,NA,NA,0
48,4,0.12,0.1,0.1,2,28,0.324712644,0.168103448,0.310344828,0.19683908,3
64,8,0.11,2,0.6,0.5,14,0.28125,0.052083333,0.28125,0.385416667,2
32,2,0.11,2,0.7,1.75,15,0.27826087,0.147826087,0.165217391,0.408695652,3
24,6,0.1,2,0.2,1,15,0.411764706,0.188235294,0.141176471,0.258823529,2
16,8,0.1,2,0.8,1.25,7,0,0,0.555555556,0.444444444,1
16,6,0.13,0.1,0.2,1.75,9,0,0,0.454545455,0.545454545,1
24,2,0.12,0.1,0.7,0.25,0,NA,NA,NA,NA,-1
48,4,0.12,1,0.8,1,7,0.333333333,0,0.333333333,0.333333333,2
32,8,0.09,1,0.8,1.5,6,0.125,0.375,0.375,0.125,1
16,6,0.13,10,0.9,2,7,0.2,0.333333333,0.266666667,0.2,1
48,6,0.1,1,0.3,1,9,0.4375,0.0625,0.125,0.375,2
48,2,0.09,0.5,0.8,1,10,0.45,0.1,0.15,0.3,3
32,8,0.11,0.1,0.8,0.25,2,NA,NA,NA,NA,0
64,2,0.13,0.5,0.6,1.25,23,0.28375286,0.139588101,0.267734554,0.308924485,3
48,4,0.11,0.5,0.8,2,12,0.373333333,0.186666667,0.213333333,0.226666667,2
16,2,0.13,1,0.3,0.75,3,0,0,0,1,1
48,8,0.11,2,0.7,0.25,1,NA,NA,NA,NA,0
32,4,0.12,10,0.1,1,12,0.2,0.142857143,0.228571429,0.428571429,2
16,2,0.11,10,0.9,1,3,NA,NA,NA,NA,1
24,4,0.12,0.5,0.8,0.75,2,NA,NA,NA,NA,1
16,4,0.13,0.5,0.3,0.75,2,NA,NA,NA,NA,0
48,4,0.11,10,0.5,2,10,0.31372549,0.254901961,0.333333333,0.098039216,3
32,4,0.1,0.1,0.7,0.25,1,NA,NA,NA,NA,0
24,4,0.11,0.5,0.5,1,10,0.416666667,0.138888889,0.083333333,0.361111111,3
48,6,0.13,0.1,0.3,1,19,0.284132841,0.162361624,0.269372694,0.284132841,3
64,6,0.13,0.5,0.6,0.25,1,NA,NA,NA,NA,0
48,6,0.11,0.1,0.1,2,26,0.3325,0.1075,0.2925,0.2675,3
24,4,0.12,10,0.6,1.25,11,0.360655738,0.131147541,0.278688525,0.229508197,2
24,4,0.13,10,0.8,0.5,3,NA,NA,NA,NA,1
24,2,0.1,10,0.5,1,5,0.666666667,0,0,0.333333333,2
24,6,0.13,1,0.6,0.25,1,NA,NA,NA,NA,0
24,6,0.1,0.1,0.5,1,7,0.5,0,0.25,0.25,2
64,6,0.11,10,0.7,1.25,27,0.311774461,0.140961857,0.273631841,0.273631841,2
64,6,0.11,2,0.8,0.75,6,0.5,0,0,0.5,2
64,4,0.13,0.5,0.2,1.25,31,0.31030445,0.147540984,0.289227166,0.2529274,3
24,6,0.1,1,0.8,1,9,0.176470588,0.058823529,0.647058824,0.117647059,1
16,8,0.09,1,0.3,0.75,3,NA,NA,NA,NA,1
64,6,0.11,1,0.3,0.25,7,0.555555556,0,0.222222222,0.222222222,2
24,4,0.09,1,0.7,1.75,3,NA,NA,NA,NA,0
16,8,0.13,1,0.9,0.25,2,NA,NA,NA,NA,1
16,4,0.13,0.1,0.6,1.75,5,0.25,0.25,0,0.5,2
32,6,0.11,0.1,0.7,2,14,0.358974359,0.102564103,0.282051282,0.256410256,3
48,8,0.09,10,0.7,0.5,8,0.444444444,0,0.222222222,0.333333333,2
48,8,0.09,0.1,0.3,0.5,15,0.413793103,0.114942529,0.287356322,0.183908046,3
64,6,0.11,1,0.9,0.75,13,0.274509804,0.098039216,0.352941176,0.274509804,3
64,6,0.13,2,0.4,2,30,0.390749601,0.102073365,0.266347687,0.240829346,3
64,8,0.1,1,0.2,2,36,0.252584934,0.088626292,0.370753323,0.288035451,3
24,2,0.12,0.5,0.5,2,9,0.157894737,0.052631579,0.157894737,0.631578947,2
64,6,0.12,10,0.4,1.75,37,0.312328767,0.102283105,0.314155251,0.271232877,3
48,6,0.13,10,0.1,1.5,36,0.290299052,0.131291028,0.356673961,0.221735959,3
16,6,0.09,2,0.7,0.5,0,NA,NA,NA,NA,-1
24,8,0.13,10,0.7,0.25,5,0,0,1,0,1
48,6,0.11,1,0.3,1.25,25,0.317241379,0.154482759,0.245517241,0.282758621,3
24,6,0.1,1,0.7,0.5,2,NA,NA,NA,NA,0
16,6,0.1,10,0.1,2,12,0.027777778,0.111111111,0.305555556,0.555555556,2
64,6,0.09,2,0.7,0.25,0,NA,NA,NA,NA,-1
24,4,0.13,0.1,0.9,1.25,8,0.5,0.1,0.3,0.1,2
24,6,0.13,10,0.6,1,11,0.306451613,0.14516129,0.403225806,0.14516129,2
16,4,0.13,0.1,0.4,0.25,3,NA,NA,NA,NA,1
32,2,0.11,1,0.1,1.75,19,0.338842975,0.173553719,0.223140496,0.26446281,3
24,8,0.1,2,0.6,0.5,1,NA,NA,NA,NA,0
64,2,0.1,1,0.2,1.75,20,0.21,0.08,0.39,0.32,2
32,4,0.09,10,0.6,0.5,5,0.75,0,0,0.25,3
24,4,0.09,1,0.1,1,6,0,0,0.5,0.5,1
64,4,0.13,10,0.9,0.25,2,NA,NA,NA,NA,1
24,8,0.09,10,0.9,1.25,8,0,0,0.666666667,0.333333333,1
16,8,0.13,10,0.9,1.75,9,0.357142857,0,0.285714286,0.357142857,2
48,2,0.12,10,0.5,0.5,0,NA,NA,NA,NA,-1
48,6,0.12,1,0.2,1.75,27,0.300639659,0.117270789,0.364605544,0.217484009,2
48,2,0.12,1,0.5,0.5,2,NA,NA,NA,NA,1
48,8,0.13,0.1,0.3,1.75,33,0.261099366,0.109936575,0.374207188,0.254756871,2
32,6,0.1,2,0.9,1,6,NA,NA,NA,NA,1
48,4,0.1,0.5,0.9,1.5,9,0.133333333,0.133333333,0.233333333,0.5,1
48,2,0.1,1,0.8,1,9,0.269230769,0.115384615,0.115384615,0.5,2
64,2,0.12,1,0.2,1.5,37,0.300170551,0.159749858,0.267197271,0.272882319,3
16,2,0.11,1,0.2,0.5,0,NA,NA,NA,NA,-1
64,6,0.09,10,0.3,0.25,0,NA,NA,NA,NA,-1
32,8,0.11,0.5,0.2,1.25,17,0.15,0.116666667,0.483333333,0.25,1
16,8,0.1,1,0.2,1.75,11,0.391304348,0.108695652,0.347826087,0.152173913,2
48,4,0.1,2,0.4,0.5,5,0.5,0,0.25,0.25,2
16,2,0.1,1,0.8,0.5,1,NA,NA,NA,NA,0
48,8,0.12,10,0.3,1.75,29,0.298076923,0.108173077,0.341346154,0.252403846,2
64,2,0.1,1,0.5,0.75,20,0.37037037,0.118518519,0.214814815,0.296296296,4
32,8,0.09,0.1,0.9,1.75,8,0.272727273,0.090909091,0.363636364,0.272727273,1
64,4,0.12,0.1,0.2,0.5,4,NA,NA,NA,NA,1
16,6,0.12,1,0.1,1.75,12,0.338983051,0.06779661,0.389830508,0.203389831,2
24,8,0.11,0.5,0.1,1.25,12,0.363636364,0.218181818,0.236363636,0.181818182,2
32,4,0.09,2,0.3,1.75,11,0.466666667,0.066666667,0.2,0.266666667,2
48,8,0.13,10,0.5,0.75,3,NA,NA,NA,NA,1
48,2,0.1,0.1,0.8,0.5,0,NA,NA,NA,NA,-1
16,6,0.09,10,0.6,1.25,4,0,0,1,0,1
16,2,0.13,0.5,0.6,1,2,NA,NA,NA,NA,0
24,4,0.11,0.1,0.2,0.75,8,0.166666667,0,0.166666667,0.666666667,2
64,8,0.12,0.5,0.8,1,10,0.413793103,0.137931034,0.137931034,0.310344828,2
64,6,0.1,2,0.1,1.25,42,0.334063527,0.067907996,0.331872946,0.266155531,3
32,8,0.09,10,0.7,1.5,7,0.25,0,0.375,0.375,1
64,6,0.1,0.5,0.5,0.5,0,NA,NA,NA,NA,-1
48,2,0.13,0.5,0.8,0.75,0,NA,NA,NA,NA,-1
24,2,0.1,10,0.2,1.75,8,0.333333333,0.2,0.133333333,0.333333333,2
32,4,0.12,0.5,0.3,2,20,0.260869565,0.158102767,0.256916996,0.324110672,2
16,6,0.12,10,0.9,0.25,4,0,0,0,1,1
64,8,0.1,1,0.1,2,48,0.34582744,0.082036775,0.322489392,0.249646393,3
48,6,0.11,10,0.7,1,13,0.464285714,0.178571429,0.178571429,0.178571429,2
48,6,0.09,10,0.5,0.25,0,NA,NA,NA,NA,-1
32,6,0.09,1,0.1,1.25,20,0.2760181,0.095022624,0.303167421,0.325791855,2
48,4,0.11,2,0.6,1,10,0.310344828,0.172413793,0.172413793,0.344827586,2
